"ID","장비명","시/도","시/군/구","읍/면/동","번지","상세주소","설치장소","RSRP AVG","SINR AVG","TX_PWR AVG","측정수 ","RF_Pot수","평균측정수"
"SIPS45427T","동창생7080라이브","부산광역시","동래구","사직동","144-1","동래역에서 중앙대로로 교대역방향으로 280M 이동 후 우회전하여 50M 이동 후 좌측건물","B1_화장실좌측안쪽벽면","-93.03999999999999","7.365","13.75","230.0","3.0","115.0"
"SIPS45318T","재영테크_L","부산광역시","동래구","명장동","610-25","원동IC에서 동래방면안락뜨란채사거리직진 500M국민으행에서 우회전후 400M직진후 명장도서관 방면 우회전 후 60M 직진후 좌측 여미마미용실 지하","B1_후문계단입구","-72.94","20.222","-9.28","530.0","10.0","106.0"
"SIPS45403T","동래안락탁구장_L","부산광역시","동래구","안락동","603-1","안락교차로에서 원동IC사거리방향으로 600M 직진후 우회전하여 150M이동후 좌회전하여 100M이동후 우측건물","B1_비상구좌측벽면","0.0","0.0","0.0","0.0","0.0","0.0"
"PIPS53221K","미정커피숍","부산광역시","동래구","수안동","9-1","동래삼성자동차지점블록뒷편","지하1층카운터위벽면","-78.91714285714286","11.307142857142859","0.19","200.0","14.0","28.0"
"PIPS31348K","동경쉐르빌102동1지하주차장","부산광역시","동래구","온천동","1447-8","미남로타리반도보라스카이뷰아파트옆거창손두부앞","1층휴게실벽면","-83.07222222222222","8.47","-2.597777777777778","1370.0","30.0","152.0"
"SIPS06080T","안락1차SK아파트3동_L","부산광역시","동래구","안락동","472-57","반여동원동IC에서안락동방면으로500M부근안락1차아파트","B1층공조실quraus","-81.78166666666667","6.8741666666666665","4.2475","890.0","26.0","74.0"
"PIPS02095K","종이용원","부산광역시","동래구","안락동","425-88","안락교차로부산은행뒷편석천아파트앞종이용원","지하1층출입구옆벽면","-91.73166666666667","5.281666666666667","6.245833333333334","1890.0","63.0","157.0"
"PIPS60591K","큰집야식지하","부산광역시","동래구","온천동","1435-15","부산 동래구 온천2동→온천새싹길→내산새싹길→부산 동래구 온천동 1435-15 (내산새싹6길 28)","지하1층 작업장 벽면","-80.36","19.053","-1.3989999999999998","2900.0","39.0","290.0"
"SIPS51660T","사직성산교회_L","부산광역시","동래구","사직동","600-1","사직운동장에서산쪽으로직진하다대진아파트쪽으로우회전후사직중학교옆","지하1층주차장입구쪽벽면","-84.4","4.69625","-2.83375","250.0","17.0","31.0"
"PIPS45245K","동진항공여행사","부산광역시","동래구","사직동","92-18","사직야구장앞맥도날드윗길로약50M우측모두투어지하","B1탕비실벽면","-73.53666666666666","17.163333333333334","-4.476666666666667","940.0","35.0","104.0"
"PIPS20250K","세신기전","부산광역시","동래구","사직동","113-22","미남로타리에서운동장방향사직1파사거리에서거제리방향좌회전운동장사거리에서교대방향으로좌회전후200M전방우측낙원예식장뒤3층건물","지하1층출입구옆벽면","-70.83333333333333","22.333333333333332","1.1666666666666667","70.0","5.0","23.0"
"PIPS00774K","야시포장센타","부산광역시","동래구","온천동","210-6","금문구이전문옆건물지하1층","지하1층홀벽면","-75.02272727272727","7.585454545454545","-3.716363636363636","580.0","43.0","52.0"
"SIPS05437T","강변뜨란채3단지106_L","부산광역시","동래구","안락동","1251-0","안락동주공강변뜨란채3단지지하주차장","106동지하주차장내려가서 제일 우측 유수검지장치실(？룸실)2P","-81.17222222222223","11.991111111111111","-2.1666666666666665","1290.0","34.0","143.0"
"SIPS05328T","안락뜨란체아파트2차3,4,5주차장_L","부산광역시","동래구","안락동","1242-0","안락로타리에서원동교방향한전가기우측편위치","5주차장지하1층중앙벽면","-83.3","10.11","-2.1119999999999997","200.0","10.0","40.0"
"SIPS40619T","프리존오피스텔2","부산광역시","동래구","온천동","1750-33","동래구온천동농협명륜역지점옆프리존오피스텔","15층엘레베이터앞EPS실벽면(철문뒤쪽)","-76.96384615384615","6.5030769230769225","-6.026923076923077","9380.0","126.0","721.0"
"PIPS20298K","나들이커피숍","부산광역시","동래구","수안동","275-8","동래고등학교가기전육교바로밑위치","지하1층창고좌측벽면","-78.19571428571429","11.617142857142856","-1.195714285714286","16070.0","94.0","2295.0"
"SIPS40728T","월드PCZONE_L","부산광역시","동래구","온천동","212-7","온천장SK허브올리브아파트에서온천1동주민센터방향으로250M전방우측건물","2층화장실입구좌측벽면","-72.37461538461538","16.43846153846154","-1.6138461538461537","3060.0","91.0","235.0"
"PIPS20274K","고성유통","부산광역시","동래구","안락동","435-21","안락로타리에서지하도로지나첫신호등들어가우측에위치","경북전업사 건물지하1층","-78.47166666666666","14.365","-4.75","170.0","8.0","28.0"
"SIPS05413T","온천로타리클럽_L","부산광역시","동래구","안락동","591-2","안락로타리에서해운대방면한전앞에서유턴국민은행지하에위치","국민은행 건물 지하1층 스크린골프장 화장실 앞 오피스룸 안 벽안","-78.535","10.995","-5.3374999999999995","9550.0","81.0","1193.0"
"SIPS40813T","M스튜디오_L","부산광역시","동래구","안락동","432-6","한전동래지점에서안락교차로방향으로600M직진후길가에문마트B1","지하1층비상계단위벽면","-72.96062500000001","12.909375","-10.185625000000002","6110.0","125.0","381.0"
"SIPS40704T","나눔터음악동호회_L","부산광역시","동래구","수안동","452-2","연산교차로에서충렬대로1.1KM직진후충렬대로237번길우회전후116M이동후목적지(452-2번지)","지하1층사무실옆에어실벽면","-85.48333333333333","8.234444444444444","4.102222222222222","480.0","31.0","53.0"
"PIPS45220K","금호탕기계실","부산광역시","동래구","사직동","140-13","57번버스종점에서금정시장방향으로우회전후700M지점에서다시우회전50M전방우측건물","지하1층기계실","-77.875","21.0825","-6.75","70.0","5.0","17.0"
"SIPS45428T","트로이","부산광역시","동래구","온천동","210-63","내성교차로에서 구서동방면 세원교차로 11시방향 좌회전 온천사거리 자회전 150M 직진후 우측에위치","F3_주방내벽면","-88.85111111111112","0.3966666666666667","-0.2222222222222222","320.0","21.0","35.0"
"PIPS53222K","경다방","부산광역시","동래구","수안동","162-1","동래경찰서정문앞에서전방20M부근","지하1층비상구쪽벽면","-77.18818181818182","13.368181818181819","-5.640909090909091","5030.0","90.0","457.0"
"PIPS60156T","힘찬병원 소스_L","부산광역시","동래구","수안동","275-7","요양병원 맞은편 힘찬병원","지하1층엘리베이터바라보고우측옆비상구계단안비트실안","-74.97818181818182","13.252727272727272","-5.6454545454545455","12690.0","93.0","1153.0"
"PIPS61159K","항공모함포장센터","부산광역시","동래구","안락동","797-1","안락교차로에서동래녹십자방향가기전우측블록","지하1층주방옆벽면","-78.8111111111111","8.187222222222223","-4.926666666666668","7550.0","140.0","419.0"
"SIPS06081T","현대온천_L","부산광역시","동래구","온천동","142-15","온천현대병원뒷편에서약100m부근에위치","지하1층주차장벽면","-77.974","3.84","1.05","280.0","22.0","56.0"
"SIPS06190T","가람서점_L","부산광역시","동래구","온천동","1436-5","부산 동래구 온천2동→온천새싹길→내산새싹길,중앙로→부산 동래구 온천동 1436-5 (중앙로 2397)","지하1층비상구계단벽면","-74.19352941176471","11.387647058823532","-6.2170588235294115","9130.0","187.0","537.0"
"PIPS31349K","동경쉐르빌102동2지하주차장","부산광역시","동래구","온천동","1447-8","미남로타리반도보라스카이뷰아파트옆거창손두부앞","1층휴게실벽면","-83.07222222222222","8.47","-2.597777777777778","1370.0","30.0","152.0"
"PIPS80092W","삼정그린코아스쿼시장","부산광역시","동래구","사직동","981-100","사직운동장에서 동인고방향 산복도로로 직진후 동인고보이면 그옆 삼정그린코아 단지내 위치","지하1층출입구옆벽면","-88.311","17.284000000000002","0.425","420.0","22.0","42.0"
"SIPS61779T","대한한백산악회_L","부산광역시","동래구","명장동","272-3","명장초등학교에서 좌측으로 150m직진후 환경빌라옆 건물","지하1층사무실우측벽면","-74.47","12.24","-5.9175","160.0","13.0","40.0"
"SIPS06418T","호걸이용원_L","부산광역시","동래구","사직동","153-10","사직동대선사거리모통이경주국밥옆건물","지하1층이용원에어콘좌측벽면","-70.1725","23.2175","-12.844166666666668","3940.0","98.0","328.0"
"PIPS90160K","덕경네오빌아파트주차장","부산광역시","동래구","안락동","466-19","충렬고등학교앞 덕경네오빌아파트","지하1층 전기실 안쪽 벽면","-83.17999999999999","13.176666666666668","1.2633333333333334","220.0","15.0","36.0"
"SIPS06745T","안락뜨란채1단지전기실_L","부산광역시","동래구","안락동","1240-0","안락로타리에서원동IC방향으로가다가안락뜨란채삼거리가기전우측방향안락뜨란채1단지전기실","전기실우측벽","-78.03230769230768","10.955384615384615","-3.0","250.0","19.0","19.0"
"SIPS06636T","미남스포렉스_L","부산광역시","동래구","온천동","1234-1","미남로타리에서미남역방면으로가다아이사랑의원가기전골몰으로우회전후200M가량직진후촤측편","지하1층보일러실중앙벽면","-80.784","8.119","2.4870000000000005","860.0","36.0","86.0"
"PIPS45377K","시골추어탕","부산광역시","동래구","온천동","192-20","온천1동세진베스트빌아파트옆1층","1층주방옆벽면","-81.145","4.074999999999999","3.2800000000000002","950.0","44.0","118.0"
"SIPS45091T","동래인공암벽장_LTE","부산광역시","동래구","명륜동","137-0","동래구 명륜동에서 명장동넘어가는 산복도로 정상지점 우회전 동래문화회관내 주차장 인공암벽장","2층실내인공암벽장정문우측벽면","0.0","0.0","0.0","0.0","0.0","0.0"
"SIPS52446T","7080나이트_L","부산광역시","동래구","안락동","423-1","안락교차로에서명장방향우측첫번째블록골목안입구부근","지하1층비상구옆벽면(뉴쉬리노래방)","-80.91799999999999","9.656","0.37299999999999967","4430.0","76.0","443.0"
"PIPS90099K","온천동래교회","부산광역시","동래구","온천동","707-0","동래역에서 온천2동주민센터방면 내산초교옆 록키동래아파트내 동래교회","지하1층복도벽면","-96.3","-0.65","7.55","120.0","8.0","24.0"
"SIPS05329T","안락교회_L","부산광역시","동래구","안락동","432-7","동래한전에서안락로타리방면으로가다로타리못가우회전또랑돼지국밥옆골목으로100M우측지점","지하1층펌프실벽면","-71.64636363636363","13.970909090909089","-10.618181818181817","4200.0","81.0","381.0"
"SIPS05414T","이스트프라자지하주차장_L","부산광역시","동래구","안락동","471-1","안락로타리에서해운대방향으로직진후동래한전지나200M전방현대아파트입구우측편건물","지하1층출입구옆벽면","-75.55799999999999","10.232","1.702","600.0","18.0","120.0"
"PIPS31434K","동경쉐르빌아파트101동지하주차장1","부산광역시","동래구","온천동","1447-8","미남로타리반도스카이뷰아파트후문앞경동아파트위치","지하2층전기실안벽면","-83.07222222222222","8.47","-2.597777777777778","1370.0","30.0","152.0"
"SIPS40705T","탑훼미리마트_L","부산광역시","동래구","온천동","212-9","부산대방향에서동래방향으로가다금강공원로우회전후250M전방우측건물","1층창고입구쪽뒤벽면","-72.952","15.938666666666666","-1.4053333333333333","4750.0","115.0","316.0"
"PIPS47228K","온천대가하이츠아파트","부산광역시","동래구","온천동","1468-6","구부산백화점자리 지나 좌회전 한아름예식장에서 우회전 바로 좌회전해서 세번째 사거리 우회전하면 미남초등학교 옆건물","지하1층환기구옆벽면","-84.206","11.737","0.75","260.0","21.0","26.0"
"SIPS80034K","낙민우성아파트102동지하주차장","부산광역시","동래구","낙민동","83-1","안락로타리에서연산로타리방향1KM지점좌측안민초등학교앞에위치","102동 지하1층 1~2라인 출구 앞 EPS실","-81.44166666666666","6.075833333333333","2.4516666666666667","500.0","36.0","41.0"
"SIPS06524T","복순아구찜_L","부산광역시","동래구","온천동","1235-2","사직동구부산백화점맞은편에온천3파출소에서우측으로약30M올라가다보면우측에위치","지하1층식당벽면","-79.284","12.866","0.4","110.0","11.0","22.0"
"PIPS45356K","홍림크린피아APT","부산광역시","동래구","온천동","186-59","동래역에서부산대방면(구서IC)직진하면벽산아스타APT뒷편에위치함","지하1층발전기실내벽","-78.166","6.2","-1.98","210.0","12.0","42.0"
"SIPS06766T","휠라스포츠맛사지_L","부산광역시","동래구","온천동","220-1","온천장사거리에서 금강공원입구 가다 온천극장앞에서 1시방향 골목으로 직진후 약 100m전방 우측편 위치","지하1층비상계단옆벽면","-80.82","6.9622222222222225","-9.155555555555557","14780.0","55.0","1642.0"
"PIPS45441K","세원오케이㈜","부산광역시","동래구","사직동","139-37","법원어귀에서미남교차로방면으로좌회전후약500M이동후우회전약300M이동좌측건물","지하1층주방벽면","-82.7675","15.77","1.5","280.0","13.0","70.0"
"SIPS52449T","동래화목아파트관리사무소_L","부산광역시","동래구","안락동","962-0","안락한의원에서동현교회옆건물","1층출입구옆벽면","-79.0825","21.1675","3.75","60.0","6.0","15.0"
"SIPS52510T","안락뜨란채1단지105동지하주차장_L","부산광역시","동래구","안락동","1240-0","충렬로에서안락역방향으로300m직진오른편에위치","지하1층주차장입구좌측벽면","-78.03230769230768","10.955384615384615","-3.0","250.0","19.0","19.0"
"PIPS04717K","허허이용원","부산광역시","동래구","안락동","429-8","동래에서해운대방향으로가다가안락로타리에서좌회전하여송정방향으로조금가다가첫번째사거리오대포연탄구이앞에서우회전하여가다가사거리에서직진하면우측에삼보","지하1층비상구옆벽면","-74.69399999999999","18.182","2.1","260.0","17.0","52.0"
"SIPS80010W","사직야구장","부산광역시","동래구","사직동","930-0","사직야구장내 롯데자이언트 사무실 입구에서 주변까지 위치","1층자이언트사무실입구벽면","-73.28166666666667","15.11","-6.9366666666666665","940.0","44.0","156.0"
"PIPS50197W","한신아파트전기실","부산광역시","동래구","사직동","597-0","사직초등학교앞사거리에서삼정그린코아2차방향으로가면맞은편","지하1층전기실벽면","-85.57214285714285","13.565714285714288","-2.3514285714285714","530.0","23.0","37.0"
"PIPS31213K","금정유도관","부산광역시","동래구","명륜동","673-6","동래수안교차로에서온천동방면으로가다KT전화국지나초등학교지나파출소맞은편건물","지하1층체육관벽면","-76.79499999999999","20.583999999999996","2.033","1570.0","50.0","157.0"
"SIPS05326T","안락뜨란체아파트2차1주차장_L","부산광역시","동래구","안락동","1242-0","안락로타리에서원동교방향한전가기우측편위치","지하1층주차장휀룸실안벽면","-83.3","10.11","-2.1119999999999997","200.0","10.0","40.0"
"PIPS20276K","복순아구찜","부산광역시","동래구","온천동","1235-2","사직동구부산백화점맞은편에온천3파출소에서우측으로약30M올라가다보면우측에위치","지하1층식당벽면","-79.284","12.866","0.4","110.0","11.0","22.0"
"SIPS05302T","안락현대아파트103동주차장_L","부산광역시","동래구","안락동","15-26","여명보훈아파트옆1층건물","지하2층휀룸벽면","-82.526","6.475999999999999","3.125","360.0","26.0","36.0"
"SIPS05411T","고성유통_L","부산광역시","동래구","안락동","435-21","안락로타리에서지하도로지나첫신호등들어가우측에위치","경북전업사 건물지하1층","-78.47166666666666","14.365","-4.75","170.0","8.0","28.0"
"SIPS45092W","9월모텔","부산광역시","동래구","온천동","444-47","동래롯데백화점에서컴퓨터도매상가방향아름병원뒷편건물","6층E/V옆창고안벽면","-79.24000000000001","13.012142857142857","-0.17857142857142858","780.0","41.0","55.0"
"SIPS40617T","투헤븐모텔","부산광역시","동래구","온천동","1447-7","사직반도보라APT뒷길사거리에서동래역방향50M우측건물","3층린넨실안벽면","-83.5625","12.9375","4.5","70.0","6.0","17.0"
"SIPS05786T","우성빌딩(하이파이브)_L","부산광역시","동래구","명륜동","553-5","동래메가마트후문맞은편미스터피자옆","지하1층창고벽면","-69.281","18.96","-10.464","2880.0","93.0","288.0"
"PIPS60069W","쁘띠쁘아어린이집-1","부산광역시","동래구","온천동","1657-7","온천중학교에서 동부현대아파트 방향으로 500M부근","어린이집지하1층계단옆EPS실벽면","0.0","0.0","0.0","0.0","0.0","0.0"
"PIPS51152K","메가마트동래점(소스)","부산광역시","동래구","명륜동","506-3","지하철동래역에서동래교차로방향으로대동병원지나면좌측","1층EPS실벽면","0.0","0.0","0.0","0.0","0.0","0.0"
"PIPS45440K","아스타상가","부산광역시","동래구","온천동","178-7","옛동부터미널교차로에서온천장방면으로좌측11시방향으로약800M이동후우회전좌측건물상가동","2층비상계단옆휀룸실","0.0","0.0","0.0","0.0","0.0","0.0"
"PIPS30586W","남광모터","부산광역시","동래구","사직동","865-0","사직자이아파트뒤200M지점","지하1층비상구벽면","-82.80666666666667","7.973333333333334","-3.0","100.0","6.0","33.0"
"PIPS31347K","안락뜨란채1단지105동지하주차장","부산광역시","동래구","안락동","1240-0","충렬로에서안락역방향으로300m직진오른편에위치","지하1층주차장입구좌측벽면","-78.03230769230768","10.955384615384615","-3.0","250.0","19.0","19.0"
"PIPS50195W","7번가PC방","부산광역시","동래구","온천동","150-3","농심호텔에서허심청방향으로가다200m지점사거리에서우회전","2층창고벽면","-88.60749999999999","4.445","3.9712500000000004","770.0","38.0","96.0"
"PIPS60590K","부산화성하우징","부산광역시","동래구","명륜동","65-35","부산 동래구 명륜동→못안골길→명륜로→부산 동래구 명륜동 65-35 (명륜로 379)","지하1층 창고 비상구옆 벽면","-75.848","17.759999999999998","-5.482","830.0","39.0","83.0"
"SIPS45070K","명선하이츠","부산광역시","동래구","명장동","29-2","지하철명장역에서안락동방향으로100M직진후우측건물(29-1)","지하1층주차장안쪽벽면","-86.99300000000001","13.625","1.716","1330.0","52.0","133.0"
"SIPS06307T","해바라기아파트1차상가_L","부산광역시","동래구","수안동","665-0","만덕에서 동래지하철지나 노동부부산동래사무소우측 200m지점","지하1층상가입구","-86.625","12.875","-5.0","60.0","4.0","15.0"
"SIPS06634T","나들이커피숍_L","부산광역시","동래구","수안동","275-8","동래고등학교가기전육교바로밑위치","지하1층창고좌측벽면","-78.19571428571429","11.617142857142856","-1.195714285714286","16070.0","94.0","2295.0"
"SIPS45093T","CQ대동병원1_LTE","부산광역시","동래구","명륜동","530-1","명륜동 대동학운에서노동부동래사무소앞건물 대동병원","B2층남자화장실앞EPS실안벽면(LG스티커)","-76.77499999999999","8.4425","-4.240833333333334","3430.0","59.0","285.0"
"PIPS00884K","아름병원","부산광역시","동래구","온천동","473-1","명륜동지하철역맞은편동래컴퓨터상가뒷건물","1층주차장 엘리베이터 맞은편 창고안 EPS실내벽면","-79.96285714285715","3.1385714285714283","-5.718571428571429","1460.0","46.0","208.0"
"PIPS00533K","온천삼익아파트기관실","부산광역시","동래구","온천동","397-6","온천초등학교우측온천삼익아파트기관실내","지하1층출입구옆벽면","-92.41499999999999","2.0","9.625","50.0","4.0","25.0"
"SIPS40282T","럭키당구장_L","부산광역시","동래구","온천동","1428-13","온천초등학교에서럭키아파트방향아파트지나신호등우회전10M우측","B1룸안벽면","-84.48100000000001","7.88","-1.0829999999999997","330.0","22.0","33.0"
"SIPS10012T","동부산업_L","부산광역시","동래구","명장동","148-1","현대아파트에서명장중앙교회방향으로20M부근","B1층사무실오른쪽벽면","-78.27833333333334","19.125","-4.881666666666667","340.0","17.0","56.0"
"SIPS05327T","안락뜨란체아파트2차전기실_L","부산광역시","동래구","안락동","1242-0","안락로타리에서원동교방향한전가기우측편위치","지하1층전기실공동구안벽면","-83.3","10.11","-2.1119999999999997","200.0","10.0","40.0"
"SIPS40618T","프리존오피스텔1","부산광역시","동래구","온천동","1750-33","동래구온천동농협명륜역지점옆프리존오피스텔","지하2층전기실내벽면","-76.96384615384615","6.5030769230769225","-6.026923076923077","9380.0","126.0","721.0"
"SIPS40969T","스타빌딩","부산광역시","동래구","안락동","176-19","안락교 오거리에서 부산침례교회방향으로 150M직진후 좌측건물","B1_창고좌측벽면","-79.89666666666666","4.1499999999999995","-1.0333333333333334","1130.0","39.0","188.0"
"SIPS05303T","안락현대아파트108동주차장_L","부산광역시","동래구","안락동","15-26","여명보훈아파트옆1층건물","B1층휀룸벽면","-82.526","6.475999999999999","3.125","360.0","26.0","36.0"
"SIPS05412T","안락메디칼빌딩_L","부산광역시","동래구","안락동","765-1","동래봉생병원에서 안락교차로방면으로 가다가 항운병원뒷편 안락메디칼 빌딩","B1층주차장램프옆벽면","-84.79285714285713","10.605714285714285","-5.3342857142857145","290.0","25.0","41.0"
"SIPS40700T","하늘가족교회_L","부산광역시","동래구","명륜동","549-1","동래지하철역공영주차장맞은편건물(체와빌딩B1)","지하1층화장실벽면","-78.06000000000002","7.967142857142858","-3.617142857142857","1430.0","55.0","204.0"
"SIPS45407T","한일유앤아이아파트상가","부산광역시","동래구","낙민동","77-1","안락교차로에서 연산역 방향으로 600M이동후 우회전 후 우측아파트건물","B1_램프정면배전반앞","-87.026","7.525999999999999","-5.64","450.0","5.0","90.0"
"SIPS06193T","명륜센트럴파크2차(소스)_L","부산광역시","동래구","명륜동","756-1","시싯골사거리에서동래경찰서방향700M좌측","B1 14D기둥맞은편 5번휀룸실안벽면(209동 휀룸실키 수령)","-86.62","13.534","8.466","130.0","6.0","26.0"
"SIPS06748T","동래우체국지하_L","부산광역시","동래구","명륜동","638-13","수안로타리에서 명륜동방향 가다 명륜초등학교지나 약 30m전방 좌측편 위치","3층 지원과 직원동행하에 지하1층 기계실 제일안쪽벽면","-74.74166666666667","17.50166666666667","-6.076666666666668","1790.0","67.0","149.0"
"PIPS45334K","바이오시스템아쿠아","부산광역시","동래구","안락동","431-4","동래고등학교에서안락로타리사거리지나지하차도위에서좌회전후전방120M지점우회전후전방150M지점좌측건물","B1창고끝우측벽면","-84.0","6.916666666666667","1.3333333333333333","70.0","7.0","11.0"
"PIPS30323K","M.K","부산광역시","동래구","사직동","608-2","사직시장입구우측","지하1층출입구앞벽면","-81.75230769230767","15.133846153846154","-2.1538461538461537","550.0","37.0","42.0"
"SIPS06700T","동경쉐르빌102동1지하주차장_L","부산광역시","동래구","온천동","1447-8","미남로타리반도보라스카이뷰아파트옆거창손두부앞","1층휴게실벽면","-83.07222222222222","8.47","-2.597777777777778","1370.0","30.0","152.0"
"PIPS04387K","동부산업","부산광역시","동래구","명장동","148-1","현대아파트에서명장중앙교회방향으로20M부근","B1층사무실오른쪽벽면","-78.27833333333334","19.125","-4.881666666666667","340.0","17.0","56.0"
"PIPS45310K","크로스핏마빈","부산광역시","동래구","사직동","93-37","사직운동장에서만덕방향정문삼거리59M우측건물","B1보일러실안벽면","-75.869","10.607000000000001","-2.6149999999999998","1600.0","73.0","160.0"
"PIPS90189K","그린빌모텔","부산광역시","동래구","온천동","1424-10","동래역에서 미남로타리방면 동래광혜병원지나자마자 좌측으로 200m지점","1층주차장벽면","-84.039","4.015","-6.867","2900.0","35.0","290.0"
"SIPS45094T","삼성상가골프존_LTE","부산광역시","동래구","명장동","63-9","충렬사역에서 명장역방면으로 가다가 우측편 농협 명장동지점 우측편 삼성상가골프존","지하1층주방","-80.11","13.504166666666668","-5.41","390.0","28.0","32.0"
"PIPS10669K","천리교동래교회","부산광역시","동래구","수안동","421-60"," 수안파출소에서 동래시장길가다 농협옆에 교회보임","B1주차장벽면","-86.92714285714285","10.127142857142857","3.0357142857142856","380.0","22.0","54.0"
"SIPS05502T","순복음명륜교회_L","부산광역시","동래구","명륜동","65-19","명륜초등학교 앞 사거리에서 부곡동방면 직진 2km 전방 우측","지하1층복도벽면","-80.68800000000002","3.2439999999999998","-2.324","820.0","42.0","164.0"
"SIPS05417T","본메디컬여성병원_L","부산광역시","동래구","안락동","595-9","새이화학원에서수명탕옆건물","지하1층전기실안벽면","-71.96625","11.11125","-8.9875","860.0","24.0","107.0"
"SIPS40639T","동래시장1","부산광역시","동래구","복천동","229-0","동래구복천동동래시장내회색3층건물","1층시장내기장식육점앞계단벽면","-77.39384615384616","16.60923076923077","-6.589230769230769","590.0","41.0","45.0"
"SIPS40748T","아스타상가_L","부산광역시","동래구","온천동","178-7","옛동부터미널교차로에서온천장방면으로좌측11시방향으로약800M이동후우회전좌측건물상가동","2층비상계단옆휀룸실","0.0","0.0","0.0","0.0","0.0","0.0"
"SIPS40857T","화통족발","부산광역시","동래구","명륜동","553-6","동래역2번출구에서동래메가마트후문방향으로200M직진후좌측골목길로80M전방우측건물","2층옥상입구위벽면","-72.43625","17.72625","-7.6425","2920.0","86.0","365.0"
"SIPS40615T","재하마트","부산광역시","동래구","온천동","707-0","동래럭키아파트단지내우리은행지하","B1 계단옆기계실벽면","-98.3","-1.95","11.95","110.0","7.0","22.0"
"PIPS31898K","사직한신아파트제4주차장CCTV(소스)","부산광역시","동래구","사직동","597-0","부산광역시 동래구 사직동 사직삼정그린코아2차옆아파트","109동옆지하1층주차장109동1-2라인입구벽면","-85.60769230769232","12.733076923076924","-0.14769230769230768","370.0","18.0","28.0"
"SIPS40701T","하나커피숍_L","부산광역시","동래구","온천동","1439-7","동래지하철역앞교차로에서만덕터널방향우측모서리건물지하1층","지하1층다방내주방옆벽면","-76.73586206896553","10.983448275862072","-8.27551724137931","21480.0","286.0","740.0"
"SIPS40834T","호남향우회","부산광역시","동래구","안락동","603-93","안락교차로에서해운대방면1.5KM지점SK사옥우측철길건너50M지점강변안락뜨란체정문맞은편미장원지하(603-93)","지하1층비상계단우측벽면","-83.401","10.882000000000001","0.825","500.0","34.0","50.0"
"PIPS80207K","원타워아파트","부산광역시","동래구","온천동","1433-1","미남로타리에서 동래방향 가다 광혜병원지나 첫사거리에서 럭키아파트방향으로 좌회전후 약 30m전방 우회전후 약 200m전방 우측편 위치","지하1층주차장벽면","-82.97874999999999","8.64625","2.125","120.0","12.0","15.0"
"SIPS40810T","보브모텔1_L","부산광역시","동래구","명륜동","376-0","수안교차로에서KT동래지점방향으로300M직진후KT동래지점지나첫번째골목에서우회전후삼거리우측지점(376)","8층펌프실내EPS실벽면","-71.43857142857142","20.134285714285713","-5.521428571428571","1120.0","43.0","160.0"
"SIPS51136T","황선남국악예술원_L","부산광역시","동래구","안락동","436-7","안락로타리에서해운대방면으로100M직진후버스정류장옆건물","지하1층주방앞벽면(대양국악원)","-77.0","25.0","0.0","20.0","2.0","10.0"
"SIPS06194T","부산화성하우징_L","부산광역시","동래구","명륜동","65-35","부산 동래구 명륜동→못안골길→명륜로→부산 동래구 명륜동 65-35 (명륜로 379)","지하1층 창고 비상구옆 벽면","-75.848","17.759999999999998","-5.482","830.0","39.0","83.0"
"SIPS06834T","경기위너비타주차장_L","부산광역시","동래구","명륜동","447-2","수안로타리에서 명륜동방향 10m정도 가다 좌측골목 좌회전 약5m전방 우측편 위치","지하1층주차장기둥벽면","-71.44714285714285","19.774285714285714","-11.684285714285712","1780.0","31.0","254.0"
"SIPS06616T","경보이리스힐아파트지하주차장_L","부산광역시","동래구","온천동","1241-1","금강초교에서온천3동사무소앞건물","지하1층주차장우측벽면","0.0","0.0","0.0","0.0","0.0","0.0"
"SIPS06810T","황전요양원_L","부산광역시","동래구","온천동","1737-0","유니테크에서 만덕1터널지나 황전요양원","B1범프실","0.0","0.0","0.0","0.0","0.0","0.0"
"SIPS45072K","사직동스위첸1단지공사현장1","부산광역시","동래구","사직동","11-8","사직야구장에서 사직초등학교방면 사직초등학교앞150M지점우측공사현장","102동B2_비상계단벽면","0.0","0.0","0.0","0.0","0.0","0.0"
"PIPS20162K","서전아파트지하주차장","부산광역시","동래구","온천동","1649-0","사직운동장에구사직아파트뒷길로계속직진후만덕1터널방향으로가다달북초등학교쪽으로좌회전화신동영아파트방향300M위치","지하1층출입구옆벽면","-79.49384615384616","11.703076923076923","-5.6","350.0","27.0","26.0"
"SIPS40171T","스파골프랜드_L","부산광역시","동래구","온천동","165-2","명륜역에서온천장역방향으로가다온천사거리에서좌회전후약200미터지점우측건물","B2램프앞좌측벽면","-84.63499999999999","3.265","0.8016666666666664","1280.0","43.0","213.0"
"SIPS40062T","그린빌모텔_L","부산광역시","동래구","온천동","1424-10","동래역에서 미남로타리방면 동래광혜병원지나자마자 좌측으로 200m지점","1층주차장벽면","-83.3425","3.4524999999999997","-8.58375","550.0","26.0","68.0"
"SIPS40195T","명장체육관_L","부산광역시","동래구","명장동","66-37","서원시장사거리에서삼성타운102입구에서우회전50M우측건물","B1비상구옆벽면","-86.66666666666667","5.666666666666667","1.0","40.0","3.0","13.0"
